id,meses,do,jf,Gasolina,gestiones,created_at
33,septiembre,16120.0,3878.26,26346.21,2017,1763451179984.032
1,enero,16444.0,3911.49,18385.29,2015,1763451179984.032
76,abril,11800.07,2364.22,23454.49,2021,1763451179984.032
106,octubre,5742.65,3284.14,16578.86,2023,1763451179984.032
18,junio,14169.0,3679.62,22791.57,2016,1763451179984.032
64,abril,7144.0,1231.26,9209.18,2020,1763451179984.032
110,febrero,4805.48,3430.32,15981.5,2024,1763451179984.032
55,julio,10964.0,3446.69,19772.71,2019,1763451179984.032
130,octubre,3241.89,2894.51,13321.32,2025,1763451179984.032
129,septiembre,3537.31,3086.28,12933.74,2025,1763451179984.032
27,marzo,13916.0,3970.62,22320.59,2017,1763451179984.032
23,noviembre,16497.0,4256.41,25418.91,2016,1763451179984.032
58,octubre,12871.0,4094.93,23414.4,2019,1763451179984.032
8,agosto,18050.0,4331.67,19036.49,2015,1763451179984.032
