id,gestion,meses,mppt,ptt20,ptt32,ptt40,ptt50,ptt63,ptt75,ptt90,ptt110,ptt125,pttg,merna,ivtg,created_at,updated_at
14,2022,Febrero,305.48,0.0,0.0,336600.0,0.0,16300.0,0.0,0.0,43488.0,0.0,293.61,11.87,0.0,1763443736597.157,1763443736597.157
22,2022,Octubre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123410.0,1763443736597.157,1763443736597.157
59,2025,Noviembre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
13,2022,Enero,260.52,0.0,0.0,186200.0,0.0,0.0,0.0,43400.0,10152.0,14448.0,253.57,6.95,0.0,1763443736597.157,1763443736597.157
2,2021,Febrero,28.22,0.0,0.0,27800.0,0.0,16200.0,1000.0,0.0,0.0,0.0,27.52,0.7,6780.0,1763443736597.157,1763443736597.157
16,2022,Abril,30.1,169400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,0.96,0.0,1763443736597.157,1763443736597.157
44,2024,Agosto ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
11,2021,Noviembre,81.83,78200.0,10600.0,68400.0,0.0,0.0,0.0,0.0,0.0,8520.0,80.86,0.97,10353171.72,1763443736597.157,1763443736597.157
42,2024,Junio,145.87,0.0,0.0,160200.0,0.0,0.0,0.0,19800.0,0.0,8124.0,143.97,1.9,9744814.8,1763443736597.157,1763443736597.157
41,2024,Mayo ,157.11,0.0,0.0,18200.0,0.0,101700.0,0.0,0.0,5400.0,6816.0,155.33,1.78,0.0,1763443736597.157,1763443736597.157
46,2024,Octubre,31.01,0.0,0.0,0.0,0.0,0.0,0.0,9100.0,0.0,2880.0,30.39,0.62,9083942.2,1763443736597.157,1763443736597.157
40,2024,Abril,85.16,0.0,0.0,110800.0,0.0,34300.0,0.0,0.0,0.0,0.0,84.29,0.87,0.0,1763443736597.157,1763443736597.157
43,2024,Julio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5030.0,1763443736597.157,1763443736597.157
53,2025,Mayo ,179.9,0.0,0.0,0.0,0.0,0.0,0.0,48000.0,17400.0,6444.0,178.88,1.02,0.0,1763443736597.157,1763443736597.157
32,2023,Agosto ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.0,1763443736597.157,1763443736597.157
9,2021,Septiembre,230.25,0.0,0.0,87000.0,0.0,109000.0,0.0,41700.0,0.0,0.0,229.2,1.05,0.0,1763443736597.157,1763443736597.157
7,2021,Julio,0.76,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.7,0.06,0.0,1763443736597.157,1763443736597.157
38,2024,Febrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.0,1763443736597.157,1763443736597.157
15,2022,Marzo,103.29,80800.0,0.0,192000.0,0.0,0.0,0.0,0.0,0.0,0.0,98.07,5.22,9221053.92,1763443736597.157,1763443736597.157
48,2024,Diciembre,269.66,0.0,0.0,0.0,0.0,0.0,0.0,38700.0,35868.0,19452.0,268.76,0.9,6007500.0,1763443736597.157,1763443736597.157
26,2023,Febrero,207.15,0.0,0.0,169600.0,0.0,63900.0,0.0,0.0,23340.0,0.0,205.47,1.68,0.0,1763443736597.157,1763443736597.157
12,2021,Diciembre,81.75,0.0,0.0,0.0,0.0,61300.0,0.0,11150.0,0.0,0.0,79.99,1.76,2028036.0,1763443736597.157,1763443736597.157
57,2025,Septiembre,316.98,0.0,0.0,6800.0,0.0,47000.0,0.0,61550.0,14784.0,22044.0,314.88,2.1,,1763443736597.157,1763443736597.157
24,2022,Diciembre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12565.0,1763443736597.157,1763443736597.157
19,2022,Julio,41.29,2800.0,0.0,0.0,0.0,20500.0,0.0,9400.0,0.0,0.0,39.55,1.74,294206.5,1763443736597.157,1763443736597.157
25,2023,Enero,76.32,326000.0,0.0,50400.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83,2.49,0.0,1763443736597.157,1763443736597.157
30,2023,Junio,220.45,0.0,0.0,0.0,0.0,0.0,0.0,59450.0,27900.0,2784.0,218.52,1.93,9696.0,1763443736597.157,1763443736597.157
21,2022,Septiembre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4408.0,1763443736597.157,1763443736597.157
49,2025,Enero,67.32,0.0,0.0,29600.0,0.0,52200.0,0.0,0.0,0.0,0.0,67.03,0.29,0.0,1763443736597.157,1763443736597.157
47,2024,Noviembre,101.5,0.0,0.0,48600.0,0.0,0.0,0.0,33300.0,0.0,2520.0,100.81,0.69,0.0,1763443736597.157,1763443736597.157
3,2021,Marzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
17,2022,Mayo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
37,2024,Enero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.0,1763443736597.157,1763443736597.157
28,2023,Abril,60.86,250400.0,0.0,39200.0,0.0,0.0,0.0,0.0,0.0,0.0,60.32,0.54,0.0,1763443736597.157,1763443736597.157
20,2022,Agosto ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844447.6,1763443736597.157,1763443736597.157
33,2023,Septiembre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
1,2021,Enero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
5,2021,Mayo ,7.78,62600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48,0.3,0.0,1763443736597.157,1763443736597.157
18,2022,Junio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5832848.0,1763443736597.157,1763443736597.157
55,2025,Julio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763443736597.157,1763443736597.157
27,2023,Marzo,248.31,0.0,0.0,0.0,0.0,43400.0,0.0,68500.0,4020.0,12336.0,245.61,2.7,0.0,1763443736597.157,1763443736597.157
23,2022,Noviembre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14998862.0,1763443736597.157,1763443736597.157
56,2025,Agosto ,172.52,176800.0,0.0,233000.0,0.0,33800.0,0.0,0.0,0.0,0.0,171.83,0.69,37694490.0,1763443736597.157,1763443736597.157
58,2025,Octubre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.6,-239.6,0.0,1763443736597.157,1763443736597.157
8,2021,Agosto ,82.16,0.0,0.0,0.0,0.0,0.0,0.0,41900.0,0.0,0.0,81.47,0.69,0.0,1763443736597.157,1763443736597.157
