gestion,mes,mes_corto,mes_str,fecha,gas_natural_mmmcd,gas_natural_variacion,petroleo_mbpd,petroleo_variacion,glp_tmd,glp_variacion
2014,11,Nov,11-Nov,1414800000000.0,56.316790085434995,-0.047162946327965805,58.207971666666666,-0.06958972501470662,396.61353333333335,-0.010461443483487765
2011,4,Abr,04-Abr,1301616000000.0,38.48923661964,-0.10282394470589207,39.52766666666666,-0.09534184128240397,463.4133333333333,0.001995740683908398
2017,8,Ago,08-Ago,1501545600000.0,59.80968409846936,0.0228080352313631,58.35199580645161,0.00784216122846737,291.2847096774193,0.005294989626780877
2019,12,Dic,12-Dic,1575158400000.0,44.68752890625,-0.15733827342463447,43.36379548387097,-0.12982584768274563,181.5332258064516,0.4146930675825591
2022,4,Abr,04-Abr,1648771200000.0,40.29406957588,-0.05576849584142429,36.34460633333333,-0.0590327013024422,147.08840000000004,0.00862543292070983
2006,6,Jun,06-Jun,1149120000000.0,37.709497230775,0.04258861326375363,49.63013333333333,0.03497452366553366,715.4313333333333,0.04283416559303577
2022,2,Feb,02-Feb,1643673600000.0,42.93505569345,-0.00592868443797212,38.91920678571428,-0.0060370725632006295,146.99492857142855,0.023880076681148887
2015,4,Abr,04-Abr,1427846400000.0,60.26289321224,-0.0032975499541015862,62.32442766666666,-0.005098258071024264,404.3808333333334,0.030248809708333546
2009,1,Ene,01-Ene,1230768000000.0,30.780586764546776,-0.16568561756649247,39.96954838709677,-0.08012225877315104,511.01612903225816,-0.03321188597374525
2023,10,Oct,10-Oct,1696118400000.0,34.636423720538716,-0.019654083799563016,30.343612903225807,-0.01650729797014805,118.79845161290324,-0.015766024212610197
2018,3,Mar,03-Mar,1519862400000.0,56.41710624124355,0.03307075016323813,55.63015161290322,0.03039825677211283,196.3887741935484,-0.23573078353617372
2006,7,Jul,07-Jul,1151712000000.0,37.79656865194355,0.002309005093218186,50.577,0.019078463084255315,705.622258064516,-0.013710715217231106
2007,1,Ene,01-Ene,1167609600000.0,32.71872442832903,-0.03779130717008672,46.8,0.031234873196067436,616.5909677419355,-0.0015216692915849261
2020,3,Mar,03-Mar,1583020800000.0,39.303986017949995,-0.06716116083945078,38.73445612903227,-0.05879486400943412,194.32,-0.015945260287444918
2016,5,May,05-May,1462060800000.0,56.28657012997742,-0.019100297958393186,56.3169370967742,-0.010704672759174194,325.6701935483871,0.0032045524715595963
2017,10,Oct,10-Oct,1506816000000.0,57.885492026588715,-0.0073559855515813455,56.77381677419355,-0.003072098464612538,262.056064516129,-0.028648859717867903
2016,7,Jul,07-Jul,1467331200000.0,55.44663481183064,-0.019874669390824162,55.033722258064515,-0.02544921471598871,313.3859354838711,-0.008783125518534995
2010,3,Mar,03-Mar,1267401600000.0,38.17247757603387,0.02430922971379057,41.96058064516129,0.019346084293497157,463.4225806451613,0.02577370852223093
2013,3,Mar,03-Mar,1362096000000.0,56.66846761111935,0.006181699497628035,59.0201864516129,0.005345722129953989,459.6775161290322,-0.0005967663385916255
2015,3,Mar,03-Mar,1425168000000.0,60.46227056978226,0.016216740389856543,62.643801935483886,0.013538716591314337,392.50793548387094,-0.024535827919493602
2007,4,Abr,04-Abr,1175385600000.0,35.86068159922001,0.005181005444287123,49.32036666666667,0.005018327563037772,601.1633333333334,0.026301408286784955
2019,2,Feb,02-Feb,1548979200000.0,52.19841256949464,0.2613344105186506,51.635997142857136,0.23416530948272318,215.6197857142857,-0.019278635681293177
2007,12,Dic,12-Dic,1196467200000.0,39.67326149156613,-0.0043037067706473975,48.867290322580644,0.00392230704525276,553.209677419355,0.018133596875020475
2022,8,Ago,08-Ago,1659312000000.0,42.35974955957419,-0.009461729651556894,37.78170870967742,-0.019480938771347045,117.25167741935485,0.02691743840349292
2013,12,Dic,12-Dic,1385856000000.0,56.6668416758613,0.028827185680096346,60.36478806451611,0.0313861671077349,456.4240000000001,-0.020399192809026356
2012,10,Oct,10-Oct,1349049600000.0,55.66388716571129,-0.00411790369549192,58.040567096774204,-0.014422704558751387,468.25835483870975,0.005754239586488685
2015,7,Jul,07-Jul,1435708800000.0,58.939158361301615,-0.0077729002375364065,60.815965483870976,-0.0012112911996994269,400.6858064516129,0.009572354286562668
2022,11,Nov,11-Nov,1667260800000.0,39.316584184515,0.01830013090129312,34.868730000000006,0.027401267126540674,127.55606666666667,-0.013100448379159468
2025,6,Jun,06-Jun,1748736000000.0,27.80570254065,0.027060304716230332,23.775335666666663,0.01187051846354148,101.49410000000002,-0.005207086410525252
2017,4,Abr,04-Abr,1491004800000.0,59.96947023696,0.054857615827694994,58.953490333333335,0.06427104331452971,275.46216666666663,-0.027974108077002846
2025,9,Sep,09-Sep,1756684800000.0,26.370271387715,-0.06188468982250628,22.00250666666666,-0.06493925146377,85.46373333333332,-0.08394217125973358
2023,5,May,05-May,1682899200000.0,33.84497050337904,-0.10107890226897376,29.50875064516129,-0.10814140147349094,124.20087096774193,-0.038586538852659835
2010,12,Dic,12-Dic,1291161600000.0,39.37918278329516,-0.067265546001542,40.807580645161295,-0.07656632525465978,448.57096774193536,-0.01075980209078109
2013,2,Feb,02-Feb,1359676800000.0,56.32031236446965,0.061661428306061694,58.706358571428595,0.056319472582540886,459.9520000000001,0.028394512243102854
2017,12,Dic,12-Dic,1512086400000.0,54.2926363968871,-0.03155775091898827,53.30855935483873,-0.0343770687397672,266.3425806451613,0.0016290535240999215
2011,3,Mar,03-Mar,1298937600000.0,42.900427839687104,-0.037333772265176646,43.693483870967746,-0.04144019438325475,462.49032258064517,0.02941477398173764
2020,9,Sep,09-Sep,1598918400000.0,45.6880104115,-0.018099375863485645,42.91034300000001,-0.01807859415601798,182.72736666666665,0.004507319774388341
2010,8,Ago,08-Ago,1280620800000.0,43.38676791154355,0.00965668511254325,45.57890322580645,0.012189722980378681,460.35483870967744,0.024266304932928806
2023,9,Sep,09-Sep,1693526400000.0,35.33081858981,0.023495240038020393,30.852911099999996,0.024185923278895016,120.70143333333333,-0.01698937205885609
2014,12,Dic,12-Dic,1417392000000.0,57.7284860547,0.02506705313146229,60.16474193548387,0.03361687777101774,393.5593548387097,-0.007700641147957987
2007,11,Nov,11-Nov,1193875200000.0,39.844741575659995,-0.0017951215707869839,48.67636666666667,-0.006170983999819191,543.3566666666668,-0.06902909044013328
2023,7,Jul,07-Jul,1688169600000.0,35.832630684024195,-0.006943797768584226,30.991901935483874,-0.01480984865579138,124.20203225806452,-0.027764370119316095
2019,10,Oct,10-Oct,1569888000000.0,54.23331350958387,0.1404819596976652,52.478396451612895,0.10181023179102322,202.36680645161292,-0.02680941931959313
2023,12,Dic,12-Dic,1701388800000.0,34.178903807854844,5.605176698764147e-05,29.80710225806452,-0.011362621084683,118.95845161290323,0.018546459910506963
2021,7,Jul,07-Jul,1625097600000.0,46.305185596200005,-0.011216000570483664,42.34124999999999,-0.011288614842699385,153.28335483870967,-0.012921709438345252
2008,2,Feb,02-Feb,1201824000000.0,39.447214598136206,-0.0016102738427835606,48.237344827586206,-0.008810731677213246,552.6344827586207,-0.015211914860214892
2006,12,Dic,12-Dic,1164931200000.0,34.003771398179026,0.026144028668909858,45.38248387096774,0.0005155276662840436,617.5306451612901,-0.10086728125763122
2011,2,Feb,02-Feb,1296518400000.0,44.56417666238571,0.18745248777892565,45.58242857142857,0.1761993232035035,449.275,0.016822904118389825
2006,5,May,05-May,1146441600000.0,36.16910519742581,0.20174265603854913,47.952999999999996,0.1993677138905352,686.0451612903227,-0.05146830443604444
2014,8,Ago,08-Ago,1406851200000.0,60.27131543508387,-0.01971382285261436,63.51656129032258,-0.02411691049411402,432.43880645161295,0.020446685105688145
2007,5,May,05-May,1177977600000.0,38.55303411731129,0.07507811893206862,49.79664516129032,0.009656831990779713,496.3877419354839,-0.17428806047915346
2023,8,Ago,08-Ago,1690848000000.0,34.519768346453226,-0.03663873716523702,30.124326451612898,-0.027993618645187235,122.78751612903226,-0.011388832399241378
2019,3,Mar,03-Mar,1551398400000.0,35.763661798785485,-0.3148515435949065,36.791090645161304,-0.28749142689402574,214.5446129032259,-0.004986429271776172
2020,8,Ago,08-Ago,1596240000000.0,46.530177584598384,0.030770047654003596,43.70038451612904,-0.0034062505144950572,181.90745161290323,-0.005658919485458491
2010,11,Nov,11-Nov,1288569600000.0,42.21907169236,-0.007184726289960031,44.19113333333333,-0.007346664116060331,453.45000000000005,-0.011501002074470024
2010,2,Feb,02-Feb,1264982400000.0,37.266556298335715,0.22738397685159217,41.16421428571429,0.127741842222044,451.7785714285714,-0.01621002435492558
2011,7,Jul,07-Jul,1309478400000.0,46.29494494441452,-0.0015409334058196222,47.36332258064516,0.001087590019244411,470.2451612903226,0.00700645566553959
2014,5,May,05-May,1398902400000.0,61.406017286922584,0.033750760615758324,65.1442577419355,0.029139973287324317,402.7242258064517,-0.039327188276127245
2016,4,Abr,04-Abr,1459468800000.0,57.38259478805501,-0.011207147955109464,56.92631466666664,-0.020606470852127523,324.62989999999996,-0.0064431302145924185
2025,5,May,05-May,1746057600000.0,27.073096305024198,0.03664346003970187,23.49642096774194,0.03230646157708761,102.02535483870967,-0.0035087812160259357
2013,1,Ene,01-Ene,1356998400000.0,53.049221590664516,-0.0378311465604354,55.576329032258066,-0.027705129037612908,447.25248387096775,-0.027220280770251848
2012,9,Sep,09-Sep,1346457600000.0,55.894053495155006,0.17693576536934197,58.889919000000006,0.15310433086114927,465.57930000000005,-0.006378301436903655
2024,11,Nov,11-Nov,1730419200000.0,30.69655654262,0.03943718887496961,26.260587666666673,0.02715194142105437,98.63356666666667,-0.04876046924622457
2024,2,Feb,02-Feb,1706745600000.0,32.085134342612065,-0.052684301335864214,27.998665862068957,-0.052832382493088526,109.01827586206896,-0.016792729697326036
2012,11,Nov,11-Nov,1351728000000.0,56.48983907526,0.014838200341450447,58.689386000000006,0.011178714056049532,446.90493333333336,-0.04560179500210204
2021,5,May,05-May,1619827200000.0,46.75173592657258,0.03246474570875546,42.972276451612906,0.031982298673498555,161.6561612903226,-0.016700383793666784
2020,12,Dic,12-Dic,1606780800000.0,48.288663104066124,-0.04058418684628706,45.20215774193548,-0.03653047522275066,175.14577419354842,-0.004873722103273415
2020,5,May,05-May,1588291200000.0,34.49438914127903,0.26641114014478595,34.133936451612904,0.27227487642737636,188.6875483870968,-0.009865536496777016
2018,5,May,05-May,1525132800000.0,55.995630024822574,0.07298021714638425,55.38665354838709,0.06846386140796934,257.00693548387096,-0.038044372715665964
2012,6,Jun,06-Jun,1338508800000.0,48.277225776109994,-0.04810073189887398,50.87163666666667,-0.009236074724941479,490.54463333333337,-0.00046775119407560517
2014,10,Oct,10-Oct,1412121600000.0,59.1043241532242,-0.016357188287884794,62.561617419354846,-0.013040925775310352,400.80654838709677,-0.03723946766770814
2022,5,May,05-May,1651363200000.0,41.375475035956455,0.026837831756854502,37.153500322580655,0.022256231965441575,143.05748387096776,-0.027404718040527132
2021,12,Dic,12-Dic,1638316800000.0,41.99696047150161,-0.019487575362888587,37.912056451612905,-0.006986189982924995,149.91306451612903,0.026813533369986153
2012,7,Jul,07-Jul,1341100800000.0,46.11556500723871,-0.04477599394166065,49.73930161290323,-0.022258671589101664,478.15925806451617,-0.025248212756210364
2025,8,Ago,08-Ago,1754006400000.0,28.10984012479839,-0.03220832945462415,23.530563870967736,-0.04134519191259234,93.29512903225807,-0.0708489375229503
2020,11,Nov,11-Nov,1604188800000.0,50.33131874837,0.030454715903532215,46.91602233333333,0.022966078415052937,176.0035666666667,-0.002786590846353465
2024,10,Oct,10-Oct,1727740800000.0,29.5319013704371,0.0034928658548223357,25.566410000000015,0.001388392596081145,103.68951612903226,-0.03290703034480369
2020,10,Oct,10-Oct,1601510400000.0,48.84379485248709,0.0690724855944429,45.86273516129033,0.06880374182257909,176.49538709677418,-0.03410534329683046
2022,3,Mar,03-Mar,1646092800000.0,42.67393049100483,-0.006081864765928535,38.62472838709677,-0.007566402887882018,145.8305483870968,-0.007921226913389368
2006,2,Feb,02-Feb,1138752000000.0,36.289096055030356,0.11517954976461486,51.08296428571429,0.02928596266993999,687.7535714285715,-0.0020706816750269974
2022,9,Sep,09-Sep,1661990400000.0,40.147868735435004,-0.052216569907440724,35.28683399999999,-0.06603393003870117,117.3042,0.00044794737099840276
2007,3,Mar,03-Mar,1172707200000.0,35.67584485280807,0.010892475877279928,49.07409677419355,0.012121007202624323,585.7570967741935,-0.013725133878385476
2007,9,Sep,09-Sep,1188604800000.0,39.613658145655,-0.0022732237243913156,49.3275,-0.006478685278119234,618.76,0.14988400184637873
2009,5,May,05-May,1241136000000.0,39.12493309471936,0.1894696366618056,44.513999999999996,0.11833449877105617,508.29354838709685,0.025026481471643658
2019,6,Jun,06-Jun,1559347200000.0,44.52394057601,0.05544207759700481,45.01085966666666,0.03548342148477257,214.00076666666664,-0.01615759356825841
2009,10,Oct,10-Oct,1254355200000.0,33.5454111144629,-0.018169824686431246,40.598129032258065,0.027070085135841637,450.71935483870976,-0.030731909338057695
2008,9,Sep,09-Sep,1220227200000.0,39.58717056416501,-0.014474118052193452,45.65586666666666,-0.013164116137177384,475.1233333333333,-0.09518663906345659
2024,4,Abr,04-Abr,1711929600000.0,33.156581942475,-0.0027845440927700693,29.037612666666668,-0.0042539909008177945,105.891,0.09372940482655912
2022,7,Jul,07-Jul,1656633600000.0,42.76437450990484,0.004626395746684553,38.53235516129031,0.0018250967948889585,114.17829032258065,-0.12423059417719429
2021,8,Ago,08-Ago,1627776000000.0,44.60518807368388,-0.036712897284135626,40.63313290322581,-0.04034167854690596,147.57135483870965,-0.03726432009535796
2007,7,Jul,07-Jul,1183248000000.0,40.59468448299193,0.006182960341285959,51.02951612903226,0.0027257604327748375,526.4709677419354,0.01858834587209146
2018,11,Nov,11-Nov,1541030400000.0,39.98415486716,-0.22831827288094253,39.96607966666668,-0.2034730753401114,239.10943333333339,-0.00265557374833858
2017,3,Mar,03-Mar,1488326400000.0,56.85077240486613,0.16000183248788336,55.39330483870968,0.13835219302024937,283.3897419354838,0.0331296182695191
2012,1,Ene,01-Ene,1325376000000.0,39.04649998745323,-0.07546742753465197,39.74338709677419,-0.06998415558476023,486.38709677419354,0.049671064081590055
2023,6,Jun,06-Jun,1685577600000.0,36.083185023675,0.06613137748406372,31.457786999999996,0.06604943659850604,127.74890000000002,0.028566861122733878
2015,10,Oct,10-Oct,1443657600000.0,59.0038879400613,-0.00971158906211178,59.76326451612903,-0.009791255712791158,317.6684193548387,-0.08584206616537327
2010,1,Ene,01-Ene,1262304000000.0,30.362589866888708,0.03978751156363636,36.50145161290323,0.01742364231271054,459.22258064516126,-0.0028578032738659775
2006,10,Oct,10-Oct,1159660800000.0,37.05573226088226,-0.02416938751579245,50.98003225806452,-0.0039013073921004837,657.831935483871,-0.01807286802860686
2011,5,May,05-May,1304208000000.0,40.6360955925,0.05577816453144502,41.763612903225805,0.05656661333983304,463.45483870967735,8.956448457264621e-05
2018,12,Dic,12-Dic,1543622400000.0,35.483180659195156,-0.11256894694707198,35.451284838709675,-0.11296566652551931,238.0158387096774,-0.004573615555064414
2009,4,Abr,04-Abr,1238544000000.0,32.89275479492,0.05229182463320803,39.80383333333334,0.001733123123318192,495.88333333333327,-0.004798282243011043
2010,10,Oct,10-Oct,1285891200000.0,42.52459929891291,-0.017984968815832225,44.518193548387096,-0.013214706585254254,458.725806451613,0.001103850664774697
2010,4,Abr,04-Abr,1270080000000.0,34.996374881725,-0.0832039965963054,39.30813333333333,-0.06321283621545482,457.96666666666664,-0.011773086177413128
2009,7,Jul,07-Jul,1246406400000.0,38.058947103362904,-0.051292238620106456,43.236645161290326,-0.040955278195041744,497.9,0.003385595098948091
2013,9,Sep,09-Sep,1377993600000.0,57.502074904945,-0.014156342104588049,60.06469633333332,-0.008866041220076615,455.79333333333335,-0.003268826816230974
2018,10,Oct,10-Oct,1538352000000.0,51.814308233569356,-0.05374155691342619,50.17542838709679,-0.06606797935082398,239.74609677419357,-0.005315868941326851
2006,3,Mar,03-Mar,1141171200000.0,36.55689623715484,0.007379632210137599,51.41093548387097,0.006420363476212776,655.7870967741936,-0.04647954730061021
2019,11,Nov,11-Nov,1572566400000.0,53.031397412415004,-0.02216195211742822,49.83346766666667,-0.050400335448224864,128.31986666666666,-0.36590457241144103
2017,1,Ene,01-Ene,1483228800000.0,43.94197547604678,-0.07174230176844265,44.57196709677421,-0.08035430584340542,277.8662258064516,-0.016450696608912185
