gobierno,gestion,mes,mes_abrev,mes_str,fecha,tipo_regalias_2,tipo_regalia,region,monto
Beni,2009,6,Jun,06-Jun,1243814400000.0,Regalia,Regalia Compensatoria,Beni,1.46808796
Cochabamba,2012,10,Oct,10-Oct,1349049600000.0,Regalia,Regalia Departamental,Cochabamba,3.24473781
Pando,2009,2,Feb,02-Feb,1233446400000.0,Regalia,Regalia Compensatoria,Pando,1.17217567
IDH,2009,4,Abr,04-Abr,1238544000000.0,IDH,IDH,IDH,69.300362
Chuquisaca,2017,1,Ene,01-Ene,1483228800000.0,Regalia,Regalia Departamental,Chuquisaca,3.01480793
IDH,2010,1,Ene,01-Ene,1262304000000.0,IDH,IDH,IDH,65.683101
Beni,2018,8,Ago,08-Ago,1533081600000.0,Regalia,Regalia Compensatoria,Beni,2.07170244
IDH,2015,9,Sep,09-Sep,1441065600000.0,IDH,IDH,IDH,118.794147
Beni,2020,8,Ago,08-Ago,1596240000000.0,Regalia,Regalia Compensatoria,Beni,1.12682941
Cochabamba,2020,11,Nov,11-Nov,1604188800000.0,Regalia,Regalia Departamental,Cochabamba,0.59547838
TGN,2008,9,Sep,09-Sep,1220227200000.0,Participacion,Participacion TGN,TGN,16.578828
Pando,2023,10,Oct,10-Oct,1696118400000.0,Regalia,Regalia Compensatoria,Pando,0.67217561
Cochabamba,2025,11,Nov,11-Nov,1761955200000.0,Regalia,Regalia Departamental,Cochabamba,0.31784368
Santa Cruz,2009,8,Ago,08-Ago,1249084800000.0,Regalia,Regalia Departamental,Santa Cruz,3.67869294
Santa Cruz,2007,5,May,05-May,1177977600000.0,Regalia,Regalia Departamental,Santa Cruz,3.49200173
IDH,2019,4,Abr,04-Abr,1554076800000.0,IDH,IDH,IDH,77.765239
Pando,2023,6,Jun,06-Jun,1685577600000.0,Regalia,Regalia Compensatoria,Pando,0.73413004
Tarija,2006,5,May,05-May,1146441600000.0,Regalia,Regalia Departamental,Tarija,12.80591247
Tarija,2014,4,Abr,04-Abr,1396310400000.0,Regalia,Regalia Departamental,Gran Chaco,19.74796347
Santa Cruz,2008,8,Ago,08-Ago,1217548800000.0,Regalia,Regalia Departamental,Santa Cruz,6.82611097
Chuquisaca,2013,7,Jul,07-Jul,1372636800000.0,Regalia,Regalia Departamental,Chuquisaca,11.02970322
TGN,2023,7,Jul,07-Jul,1688169600000.0,Participacion,Participacion TGN,TGN,11.76206844
Beni,2018,11,Nov,11-Nov,1541030400000.0,Regalia,Regalia Compensatoria,Beni,2.20499905
Tarija,2008,10,Oct,10-Oct,1222819200000.0,Regalia,Regalia Departamental,Gran Chaco,
Chuquisaca,2020,7,Jul,07-Jul,1593561600000.0,Regalia,Regalia Departamental,Chuquisaca,1.64086301
Chuquisaca,2019,1,Ene,01-Ene,1546300800000.0,Regalia,Regalia Departamental,Chuquisaca,4.15271584
Pando,2018,11,Nov,11-Nov,1541030400000.0,Regalia,Regalia Compensatoria,Pando,1.10249953
Pando,2011,1,Ene,01-Ene,1293840000000.0,Regalia,Regalia Compensatoria,Pando,1.0189906
TGN,2021,5,May,05-May,1619827200000.0,Participacion,Participacion TGN,TGN,10.05129279
Tarija,2023,8,Ago,08-Ago,1690848000000.0,Regalia,Regalia Departamental,Gran Chaco,4.04481849
TGN,2018,3,Mar,03-Mar,1519862400000.0,Participacion,Participacion TGN,TGN,15.85836857
Chuquisaca,2006,3,Mar,03-Mar,1141171200000.0,Regalia,Regalia Departamental,Chuquisaca,0.44868381
Tarija,2012,9,Sep,09-Sep,1346457600000.0,Regalia,Regalia Departamental,Tarija,21.59275014
Cochabamba,2021,5,May,05-May,1619827200000.0,Regalia,Regalia Departamental,Cochabamba,0.49228265
Santa Cruz,2023,11,Nov,11-Nov,1698796800000.0,Regalia,Regalia Departamental,Santa Cruz,8.29018507
Chuquisaca,2014,3,Mar,03-Mar,1393632000000.0,Regalia,Regalia Departamental,Chuquisaca,6.42075503
IDH,2006,7,Jul,07-Jul,1151712000000.0,IDH,IDH,IDH,55.62754618
TGN,2009,8,Ago,08-Ago,1249084800000.0,Participacion,Participacion TGN,TGN,13.06773954
Santa Cruz,2008,3,Mar,03-Mar,1204329600000.0,Regalia,Regalia Departamental,Santa Cruz,4.55810548
IDH,2008,5,May,05-May,1209600000000.0,IDH,IDH,IDH,0.0
IDH,2019,11,Nov,11-Nov,1572566400000.0,IDH,IDH,IDH,85.295249
IDH,2016,12,Dic,12-Dic,1480550400000.0,IDH,IDH,IDH,66.6585
TGN,2010,6,Jun,06-Jun,1275350400000.0,Participacion,Participacion TGN,TGN,15.72669072
TGN,2010,1,Ene,01-Ene,1262304000000.0,Participacion,Participacion TGN,TGN,12.31482178
Pando,2019,7,Jul,07-Jul,1561939200000.0,Regalia,Regalia Compensatoria,Pando,0.6296883
TGN,2022,8,Ago,08-Ago,1659312000000.0,Participacion,Participacion TGN,TGN,17.01944074
Tarija,2016,10,Oct,10-Oct,1475280000000.0,Regalia,Regalia Departamental,Gran Chaco,6.36984468
TGN,2023,11,Nov,11-Nov,1698796800000.0,Participacion,Participacion TGN,TGN,11.32138747
Tarija,2020,7,Jul,07-Jul,1593561600000.0,Regalia,Regalia Departamental,Gran Chaco,3.36806202
IDH,2021,7,Jul,07-Jul,1625097600000.0,IDH,IDH,IDH,66.70816
Chuquisaca,2017,11,Nov,11-Nov,1509494400000.0,Regalia,Regalia Departamental,Chuquisaca,3.82723588
Cochabamba,2020,8,Ago,08-Ago,1596240000000.0,Regalia,Regalia Departamental,Cochabamba,0.76370973
Santa Cruz,2021,4,Abr,04-Abr,1617235200000.0,Regalia,Regalia Departamental,Santa Cruz,7.60150867
TGN,2008,3,Mar,03-Mar,1204329600000.0,Participacion,Participacion TGN,TGN,16.50394415
Pando,2009,8,Ago,08-Ago,1249084800000.0,Regalia,Regalia Compensatoria,Pando,0.72598553
IDH,2007,12,Dic,12-Dic,1196467200000.0,IDH,IDH,IDH,71.75635501
IDH,2019,7,Jul,07-Jul,1561939200000.0,IDH,IDH,IDH,60.450076
Santa Cruz,2012,11,Nov,11-Nov,1351728000000.0,Regalia,Regalia Departamental,Santa Cruz,11.64678254
Cochabamba,2024,11,Nov,11-Nov,1730419200000.0,Regalia,Regalia Departamental,Cochabamba,0.27677657
Tarija,2022,12,Dic,12-Dic,1669852800000.0,Regalia,Regalia Departamental,Gran Chaco,5.7095567
TGN,2017,5,May,05-May,1493596800000.0,Participacion,Participacion TGN,TGN,11.17649899
Santa Cruz,2009,9,Sep,09-Sep,1251763200000.0,Regalia,Regalia Departamental,Santa Cruz,3.57837254
Chuquisaca,2016,7,Jul,07-Jul,1467331200000.0,Regalia,Regalia Departamental,Chuquisaca,0.77101276
Tarija,2023,2,Feb,02-Feb,1675209600000.0,Regalia,Regalia Departamental,Gran Chaco,4.99719654
Chuquisaca,2017,6,Jun,06-Jun,1496275200000.0,Regalia,Regalia Departamental,Chuquisaca,2.83946745
Pando,2017,9,Sep,09-Sep,1504224000000.0,Regalia,Regalia Compensatoria,Pando,0.73267866
Tarija,2025,6,Jun,06-Jun,1748736000000.0,Regalia,Regalia Departamental,Gran Chaco,2.84311379
Beni,2013,1,Ene,01-Ene,1356998400000.0,Regalia,Regalia Compensatoria,Beni,3.54404119
Beni,2016,2,Feb,02-Feb,1454284800000.0,Regalia,Regalia Compensatoria,Beni,2.45865747
Chuquisaca,2014,12,Dic,12-Dic,1417392000000.0,Regalia,Regalia Departamental,Chuquisaca,7.52372762
Tarija,2009,2,Feb,02-Feb,1233446400000.0,Regalia,Regalia Departamental,Tarija,26.00297678
Pando,2007,4,Abr,04-Abr,1175385600000.0,Regalia,Regalia Compensatoria,Pando,0.49861633
Chuquisaca,2020,11,Nov,11-Nov,1604188800000.0,Regalia,Regalia Departamental,Chuquisaca,2.49273588
Cochabamba,2007,5,May,05-May,1177977600000.0,Regalia,Regalia Departamental,Cochabamba,3.27412968
Chuquisaca,2024,3,Mar,03-Mar,1709251200000.0,Regalia,Regalia Departamental,Chuquisaca,3.49482862
Santa Cruz,2025,9,Sep,09-Sep,1756684800000.0,Regalia,Regalia Departamental,Santa Cruz,5.62826376
Beni,2018,12,Dic,12-Dic,1543622400000.0,Regalia,Regalia Compensatoria,Beni,2.06106654
IDH,2018,7,Jul,07-Jul,1530403200000.0,IDH,IDH,IDH,88.148362
Cochabamba,2016,1,Ene,01-Ene,1451606400000.0,Regalia,Regalia Departamental,Cochabamba,1.37636857
Beni,2013,7,Jul,07-Jul,1372636800000.0,Regalia,Regalia Compensatoria,Beni,3.00859616
Cochabamba,2014,3,Mar,03-Mar,1393632000000.0,Regalia,Regalia Departamental,Cochabamba,3.09556267
Santa Cruz,2006,2,Feb,02-Feb,1138752000000.0,Regalia,Regalia Departamental,Santa Cruz,2.69102786
Tarija,2011,11,Nov,11-Nov,1320105600000.0,Regalia,Regalia Departamental,Gran Chaco,11.06162148
TGN,2021,3,Mar,03-Mar,1614556800000.0,Participacion,Participacion TGN,TGN,10.93601433
Cochabamba,2009,9,Sep,09-Sep,1251763200000.0,Regalia,Regalia Departamental,Cochabamba,2.28831016
IDH,2025,10,Oct,10-Oct,1759276800000.0,IDH,IDH,IDH,39.769729
Tarija,2016,12,Dic,12-Dic,1480550400000.0,Regalia,Regalia Departamental,Gran Chaco,6.05913699
Tarija,2020,10,Oct,10-Oct,1601510400000.0,Regalia,Regalia Departamental,Tarija,5.35461595
Cochabamba,2008,4,Abr,04-Abr,1207008000000.0,Regalia,Regalia Departamental,Cochabamba,3.34439635
Santa Cruz,2014,9,Sep,09-Sep,1409529600000.0,Regalia,Regalia Departamental,Santa Cruz,12.45148983
Chuquisaca,2007,11,Nov,11-Nov,1193875200000.0,Regalia,Regalia Departamental,Chuquisaca,1.1967446
Pando,2016,1,Ene,01-Ene,1451606400000.0,Regalia,Regalia Compensatoria,Pando,1.22932874
Santa Cruz,2012,5,May,05-May,1335830400000.0,Regalia,Regalia Departamental,Santa Cruz,9.74701027
Cochabamba,2009,6,Jun,06-Jun,1243814400000.0,Regalia,Regalia Departamental,Cochabamba,2.86838671
Chuquisaca,2012,10,Oct,10-Oct,1349049600000.0,Regalia,Regalia Departamental,Chuquisaca,4.32561352
Santa Cruz,2010,4,Abr,04-Abr,1270080000000.0,Regalia,Regalia Departamental,Santa Cruz,3.39402975
Tarija,2010,9,Sep,09-Sep,1283299200000.0,Regalia,Regalia Departamental,Gran Chaco,10.11426208
Tarija,2010,4,Abr,04-Abr,1270080000000.0,Regalia,Regalia Departamental,Tarija,8.49228655
Tarija,2024,7,Jul,07-Jul,1719792000000.0,Regalia,Regalia Departamental,Tarija,4.34306034
TGN,2025,5,May,05-May,1746057600000.0,Participacion,Participacion TGN,TGN,6.72246831
TGN,2010,10,Oct,10-Oct,1285891200000.0,Participacion,Participacion TGN,TGN,18.80184483
Tarija,2021,4,Abr,04-Abr,1617235200000.0,Regalia,Regalia Departamental,Gran Chaco,5.10659684
Tarija,2024,4,Abr,04-Abr,1711929600000.0,Regalia,Regalia Departamental,Gran Chaco,3.59830715
Santa Cruz,2021,7,Jul,07-Jul,1625097600000.0,Regalia,Regalia Departamental,Santa Cruz,7.92098836
IDH,2007,4,Abr,04-Abr,1175385600000.0,IDH,IDH,IDH,63.29827838
Tarija,2023,11,Nov,11-Nov,1698796800000.0,Regalia,Regalia Departamental,Tarija,4.83241908
Chuquisaca,2017,5,May,05-May,1493596800000.0,Regalia,Regalia Departamental,Chuquisaca,2.32766114
Tarija,2015,5,May,05-May,1430438400000.0,Regalia,Regalia Departamental,Tarija,16.8876482
Cochabamba,2024,3,Mar,03-Mar,1709251200000.0,Regalia,Regalia Departamental,Cochabamba,0.38066066
Pando,2007,1,Ene,01-Ene,1167609600000.0,Regalia,Regalia Compensatoria,Pando,0.66834814
Tarija,2010,5,May,05-May,1272672000000.0,Regalia,Regalia Departamental,Gran Chaco,7.89527336
Chuquisaca,2008,6,Jun,06-Jun,1212278400000.0,Regalia,Regalia Departamental,Chuquisaca,0.0
Pando,2011,7,Jul,07-Jul,1309478400000.0,Regalia,Regalia Compensatoria,Pando,1.13956875
IDH,2013,12,Dic,12-Dic,1385856000000.0,IDH,IDH,IDH,187.114566
Tarija,2011,12,Dic,12-Dic,1322697600000.0,Regalia,Regalia Departamental,Gran Chaco,14.64120102
Chuquisaca,2022,10,Oct,10-Oct,1664582400000.0,Regalia,Regalia Departamental,Chuquisaca,6.81430814
Chuquisaca,2018,7,Jul,07-Jul,1530403200000.0,Regalia,Regalia Departamental,Chuquisaca,4.14770889
Santa Cruz,2012,7,Jul,07-Jul,1341100800000.0,Regalia,Regalia Departamental,Santa Cruz,10.86215871
Beni,2017,9,Sep,09-Sep,1504224000000.0,Regalia,Regalia Compensatoria,Beni,1.46535732
Beni,2010,11,Nov,11-Nov,1288569600000.0,Regalia,Regalia Compensatoria,Beni,2.09964462
Cochabamba,2010,3,Mar,03-Mar,1267401600000.0,Regalia,Regalia Departamental,Cochabamba,2.11264468
Tarija,2007,7,Jul,07-Jul,1183248000000.0,Regalia,Regalia Departamental,Tarija,13.0883077
Santa Cruz,2017,6,Jun,06-Jun,1496275200000.0,Regalia,Regalia Departamental,Santa Cruz,8.69770302
Tarija,2015,3,Mar,03-Mar,1425168000000.0,Regalia,Regalia Departamental,Gran Chaco,16.79009034
Cochabamba,2011,4,Abr,04-Abr,1301616000000.0,Regalia,Regalia Departamental,Cochabamba,2.18930917
Chuquisaca,2012,2,Feb,02-Feb,1328054400000.0,Regalia,Regalia Departamental,Chuquisaca,1.80229501
Chuquisaca,2021,3,Mar,03-Mar,1614556800000.0,Regalia,Regalia Departamental,Chuquisaca,2.50772723
Pando,2006,10,Oct,10-Oct,1159660800000.0,Regalia,Regalia Compensatoria,Pando,0.68299517
Cochabamba,2023,3,Mar,03-Mar,1677628800000.0,Regalia,Regalia Departamental,Cochabamba,0.53864703
IDH,2020,7,Jul,07-Jul,1593561600000.0,IDH,IDH,IDH,42.205254
Tarija,2008,5,May,05-May,1209600000000.0,Regalia,Regalia Departamental,Gran Chaco,
TGN,2006,5,May,05-May,1146441600000.0,Participacion,Participacion TGN,TGN,10.68209511
Tarija,2013,12,Dic,12-Dic,1385856000000.0,Regalia,Regalia Departamental,Gran Chaco,19.93843668
Tarija,2016,3,Mar,03-Mar,1456790400000.0,Regalia,Regalia Departamental,Gran Chaco,12.11165109
Tarija,2016,10,Oct,10-Oct,1475280000000.0,Regalia,Regalia Departamental,Tarija,7.78536574
Beni,2006,2,Feb,02-Feb,1138752000000.0,Regalia,Regalia Compensatoria,Beni,1.02808934
Beni,2012,12,Dic,12-Dic,1354320000000.0,Regalia,Regalia Compensatoria,Beni,3.54404119
Cochabamba,2009,8,Ago,08-Ago,1249084800000.0,Regalia,Regalia Departamental,Cochabamba,2.397992
IDH,2008,3,Mar,03-Mar,1204329600000.0,IDH,IDH,IDH,82.84537758
IDH,2012,11,Nov,11-Nov,1351728000000.0,IDH,IDH,IDH,158.305694
Tarija,2008,2,Feb,02-Feb,1201824000000.0,Regalia,Regalia Departamental,Tarija,17.50150685
Tarija,2006,8,Ago,08-Ago,1154390400000.0,Regalia,Regalia Departamental,Gran Chaco,
TGN,2018,8,Ago,08-Ago,1533081600000.0,Participacion,Participacion TGN,TGN,18.64532196
IDH,2022,11,Nov,11-Nov,1667260800000.0,IDH,IDH,IDH,102.738456
Tarija,2015,11,Nov,11-Nov,1446336000000.0,Regalia,Regalia Departamental,Gran Chaco,11.28055539
Chuquisaca,2012,9,Sep,09-Sep,1346457600000.0,Regalia,Regalia Departamental,Chuquisaca,4.32561352
Cochabamba,2012,12,Dic,12-Dic,1354320000000.0,Regalia,Regalia Departamental,Cochabamba,3.24473781
Chuquisaca,2023,4,Abr,04-Abr,1680307200000.0,Regalia,Regalia Departamental,Chuquisaca,4.19990924
Tarija,2024,9,Sep,09-Sep,1725148800000.0,Regalia,Regalia Departamental,Tarija,3.98184781
Tarija,2013,7,Jul,07-Jul,1372636800000.0,Regalia,Regalia Departamental,Tarija,13.99500033
IDH,2022,7,Jul,07-Jul,1656633600000.0,IDH,IDH,IDH,85.211406
Santa Cruz,2019,4,Abr,04-Abr,1554076800000.0,Regalia,Regalia Departamental,Santa Cruz,7.64427332
Tarija,2019,9,Sep,09-Sep,1567296000000.0,Regalia,Regalia Departamental,Gran Chaco,6.01191526
Beni,2008,10,Oct,10-Oct,1222819200000.0,Regalia,Regalia Compensatoria,Beni,2.2301173
Santa Cruz,2007,8,Ago,08-Ago,1185926400000.0,Regalia,Regalia Departamental,Santa Cruz,3.30334552
Cochabamba,2021,7,Jul,07-Jul,1625097600000.0,Regalia,Regalia Departamental,Cochabamba,0.54121893
Santa Cruz,2015,4,Abr,04-Abr,1427846400000.0,Regalia,Regalia Departamental,Santa Cruz,9.10438669
Chuquisaca,2010,10,Oct,10-Oct,1285891200000.0,Regalia,Regalia Departamental,Chuquisaca,1.73426489
Tarija,2009,10,Oct,10-Oct,1254355200000.0,Regalia,Regalia Departamental,Tarija,9.05120125
Santa Cruz,2023,7,Jul,07-Jul,1688169600000.0,Regalia,Regalia Departamental,Santa Cruz,8.22893844
IDH,2015,12,Dic,12-Dic,1448928000000.0,IDH,IDH,IDH,107.908981
Chuquisaca,2010,1,Ene,01-Ene,1262304000000.0,Regalia,Regalia Departamental,Chuquisaca,0.93427904
Cochabamba,2009,3,Mar,03-Mar,1235865600000.0,Regalia,Regalia Departamental,Cochabamba,4.07853277
Pando,2023,12,Dic,12-Dic,1701388800000.0,Regalia,Regalia Compensatoria,Pando,0.59751601
Tarija,2025,4,Abr,04-Abr,1743465600000.0,Regalia,Regalia Departamental,Tarija,2.94693123
TGN,2013,10,Oct,10-Oct,1380585600000.0,Participacion,Participacion TGN,TGN,35.55496484
TGN,2007,1,Ene,01-Ene,1167609600000.0,Participacion,Participacion TGN,TGN,11.98657722
Tarija,2012,10,Oct,10-Oct,1349049600000.0,Regalia,Regalia Departamental,Tarija,21.59275016
IDH,2007,10,Oct,10-Oct,1191196800000.0,IDH,IDH,IDH,67.37563129
Cochabamba,2006,10,Oct,10-Oct,1159660800000.0,Regalia,Regalia Departamental,Cochabamba,2.46066385
Chuquisaca,2016,9,Sep,09-Sep,1472688000000.0,Regalia,Regalia Departamental,Chuquisaca,2.85657259
Santa Cruz,2017,8,Ago,08-Ago,1501545600000.0,Regalia,Regalia Departamental,Santa Cruz,9.33939494
Tarija,2017,6,Jun,06-Jun,1496275200000.0,Regalia,Regalia Departamental,Gran Chaco,6.57103533
Tarija,2016,11,Nov,11-Nov,1477958400000.0,Regalia,Regalia Departamental,Gran Chaco,6.52316223
Cochabamba,2012,7,Jul,07-Jul,1341100800000.0,Regalia,Regalia Departamental,Cochabamba,3.04100111
Chuquisaca,2020,6,Jun,06-Jun,1590969600000.0,Regalia,Regalia Departamental,Chuquisaca,3.04984005
Tarija,2013,8,Ago,08-Ago,1375315200000.0,Regalia,Regalia Departamental,Gran Chaco,25.58401839
Santa Cruz,2013,4,Abr,04-Abr,1364774400000.0,Regalia,Regalia Departamental,Santa Cruz,9.83807348
IDH,2025,9,Sep,09-Sep,1756684800000.0,IDH,IDH,IDH,38.96304835
Beni,2025,3,Mar,03-Mar,1740787200000.0,Regalia,Regalia Compensatoria,Beni,0.89111226
Beni,2024,12,Dic,12-Dic,1733011200000.0,Regalia,Regalia Compensatoria,Beni,0.89836053
Santa Cruz,2017,12,Dic,12-Dic,1512086400000.0,Regalia,Regalia Departamental,Santa Cruz,4.77636527
Santa Cruz,2010,2,Feb,02-Feb,1264982400000.0,Regalia,Regalia Departamental,Santa Cruz,3.46711511
Santa Cruz,2022,3,Mar,03-Mar,1646092800000.0,Regalia,Regalia Departamental,Santa Cruz,11.08947206
Pando,2021,4,Abr,04-Abr,1617235200000.0,Regalia,Regalia Compensatoria,Pando,0.6842865
IDH,2024,10,Oct,10-Oct,1727740800000.0,IDH,IDH,IDH,54.920123
Beni,2011,6,Jun,06-Jun,1306886400000.0,Regalia,Regalia Compensatoria,Beni,1.95899039
Pando,2017,5,May,05-May,1493596800000.0,Regalia,Regalia Compensatoria,Pando,0.62091661
Pando,2011,9,Sep,09-Sep,1314835200000.0,Regalia,Regalia Compensatoria,Pando,1.04689009
IDH,2006,11,Nov,11-Nov,1162339200000.0,IDH,IDH,IDH,64.21323129
Santa Cruz,2012,12,Dic,12-Dic,1354320000000.0,Regalia,Regalia Departamental,Santa Cruz,11.64678254
Beni,2025,11,Nov,11-Nov,1761955200000.0,Regalia,Regalia Compensatoria,Beni,0.85291084
Santa Cruz,2024,7,Jul,07-Jul,1719792000000.0,Regalia,Regalia Departamental,Santa Cruz,7.99738919
Tarija,2019,10,Oct,10-Oct,1569888000000.0,Regalia,Regalia Departamental,Gran Chaco,6.55093845
Tarija,2018,7,Jul,07-Jul,1530403200000.0,Regalia,Regalia Departamental,Tarija,8.6558064
Santa Cruz,2006,12,Dic,12-Dic,1164931200000.0,Regalia,Regalia Departamental,Santa Cruz,3.32528099
Cochabamba,2014,6,Jun,06-Jun,1401580800000.0,Regalia,Regalia Departamental,Cochabamba,2.20769698
Beni,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Compensatoria,Beni,1.47882163
Tarija,2006,1,Ene,01-Ene,1136073600000.0,Regalia,Regalia Departamental,Tarija,12.94875132
Santa Cruz,2018,3,Mar,03-Mar,1519862400000.0,Regalia,Regalia Departamental,Santa Cruz,4.89591637
Cochabamba,2022,5,May,05-May,1651363200000.0,Regalia,Regalia Departamental,Cochabamba,0.62119436
Pando,2020,6,Jun,06-Jun,1590969600000.0,Regalia,Regalia Compensatoria,Pando,0.72371933
Tarija,2008,6,Jun,06-Jun,1212278400000.0,Regalia,Regalia Departamental,Gran Chaco,
TGN,2014,3,Mar,03-Mar,1393632000000.0,Participacion,Participacion TGN,TGN,36.33585059
Santa Cruz,2008,7,Jul,07-Jul,1214870400000.0,Regalia,Regalia Departamental,Santa Cruz,0.0
Pando,2022,4,Abr,04-Abr,1648771200000.0,Regalia,Regalia Compensatoria,Pando,0.86928881
TGN,2014,6,Jun,06-Jun,1401580800000.0,Participacion,Participacion TGN,TGN,33.15938799
TGN,2023,1,Ene,01-Ene,1672531200000.0,Participacion,Participacion TGN,TGN,15.58115805
Pando,2007,10,Oct,10-Oct,1191196800000.0,Regalia,Regalia Compensatoria,Pando,0.63768329
TGN,2010,2,Feb,02-Feb,1264982400000.0,Participacion,Participacion TGN,TGN,12.31482178
Tarija,2021,2,Feb,02-Feb,1612137600000.0,Regalia,Regalia Departamental,Tarija,5.44803082
Santa Cruz,2015,5,May,05-May,1430438400000.0,Regalia,Regalia Departamental,Santa Cruz,8.36636649
IDH,2013,2,Feb,02-Feb,1359676800000.0,IDH,IDH,IDH,187.846255
Beni,2015,11,Nov,11-Nov,1446336000000.0,Regalia,Regalia Compensatoria,Beni,2.31630718
Beni,2013,2,Feb,02-Feb,1359676800000.0,Regalia,Regalia Compensatoria,Beni,3.55550756
TGN,2021,6,Jun,06-Jun,1622505600000.0,Participacion,Participacion TGN,TGN,12.29560816
Tarija,2011,9,Sep,09-Sep,1314835200000.0,Regalia,Regalia Departamental,Gran Chaco,10.10656248
TGN,2015,9,Sep,09-Sep,1441065600000.0,Participacion,Participacion TGN,TGN,24.60055663
Cochabamba,2025,10,Oct,10-Oct,1759276800000.0,Regalia,Regalia Departamental,Cochabamba,0.36496628
Tarija,2009,7,Jul,07-Jul,1246406400000.0,Regalia,Regalia Departamental,Tarija,12.92060975
Pando,2007,3,Mar,03-Mar,1172707200000.0,Regalia,Regalia Compensatoria,Pando,0.53925081
Tarija,2017,2,Feb,02-Feb,1485907200000.0,Regalia,Regalia Departamental,Tarija,8.01501803
Chuquisaca,2016,8,Ago,08-Ago,1470009600000.0,Regalia,Regalia Departamental,Chuquisaca,2.28806105
Cochabamba,2010,11,Nov,11-Nov,1288569600000.0,Regalia,Regalia Departamental,Cochabamba,2.68548889
IDH,2023,7,Jul,07-Jul,1688169600000.0,IDH,IDH,IDH,62.730872
Tarija,2020,12,Dic,12-Dic,1606780800000.0,Regalia,Regalia Departamental,Tarija,5.01139981
Tarija,2011,8,Ago,08-Ago,1312156800000.0,Regalia,Regalia Departamental,Gran Chaco,12.26975958
Santa Cruz,2006,5,May,05-May,1146441600000.0,Regalia,Regalia Departamental,Santa Cruz,3.38260087
Pando,2021,3,Mar,03-Mar,1614556800000.0,Regalia,Regalia Compensatoria,Pando,0.60755635
Santa Cruz,2018,4,Abr,04-Abr,1522540800000.0,Regalia,Regalia Departamental,Santa Cruz,4.86741224
IDH,2013,10,Oct,10-Oct,1380585600000.0,IDH,IDH,IDH,191.243844
Chuquisaca,2017,2,Feb,02-Feb,1485907200000.0,Regalia,Regalia Departamental,Chuquisaca,3.01480793
Pando,2019,8,Ago,08-Ago,1564617600000.0,Regalia,Regalia Compensatoria,Pando,0.80772856
Santa Cruz,2021,11,Nov,11-Nov,1635724800000.0,Regalia,Regalia Departamental,Santa Cruz,10.23348831
Pando,2013,3,Mar,03-Mar,1362096000000.0,Regalia,Regalia Compensatoria,Pando,1.77202059
IDH,2021,3,Mar,03-Mar,1614556800000.0,IDH,IDH,IDH,58.32541
TGN,2011,11,Nov,11-Nov,1320105600000.0,Participacion,Participacion TGN,TGN,20.23090119
Tarija,2008,11,Nov,11-Nov,1225497600000.0,Regalia,Regalia Departamental,Tarija,23.83792819
Santa Cruz,2011,7,Jul,07-Jul,1309478400000.0,Regalia,Regalia Departamental,Santa Cruz,6.12229274
Santa Cruz,2008,9,Sep,09-Sep,1220227200000.0,Regalia,Regalia Departamental,Santa Cruz,4.793296
Tarija,2022,12,Dic,12-Dic,1669852800000.0,Regalia,Regalia Departamental,Tarija,6.97834709
Santa Cruz,2019,9,Sep,09-Sep,1567296000000.0,Regalia,Regalia Departamental,Santa Cruz,9.42426938
Cochabamba,2008,12,Dic,12-Dic,1228089600000.0,Regalia,Regalia Departamental,Cochabamba,3.87894945
Tarija,2023,5,May,05-May,1682899200000.0,Regalia,Regalia Departamental,Gran Chaco,4.30800049
IDH,2017,8,Ago,08-Ago,1501545600000.0,IDH,IDH,IDH,90.402786
Pando,2016,12,Dic,12-Dic,1480550400000.0,Regalia,Regalia Compensatoria,Pando,0.69435938
Pando,2007,9,Sep,09-Sep,1188604800000.0,Regalia,Regalia Compensatoria,Pando,0.74761572
Tarija,2022,11,Nov,11-Nov,1667260800000.0,Regalia,Regalia Departamental,Gran Chaco,6.2225662
Chuquisaca,2010,11,Nov,11-Nov,1288569600000.0,Regalia,Regalia Departamental,Chuquisaca,1.73046805
Beni,2014,8,Ago,08-Ago,1406851200000.0,Regalia,Regalia Compensatoria,Beni,4.21840814
TGN,2007,7,Jul,07-Jul,1183248000000.0,Participacion,Participacion TGN,TGN,10.09999081
